gene,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Csnk1a1,Q8BK63,KC1A_MOUSE,reviewed,Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1),Csnk1a1,Mus musculus (Mouse),337
Csnk1d,F6VU53,F6VU53_MOUSE,unreviewed,Casein kinase I isoform delta (Fragment),Csnk1d,Mus musculus (Mouse),68
Csnk1d,F7A4U8,F7A4U8_MOUSE,unreviewed,Casein kinase I isoform delta (Fragment),Csnk1d,Mus musculus (Mouse),218
Csnk1d,Q3UBT6,Q3UBT6_MOUSE,unreviewed,Protein kinase domain-containing protein,Csnk1d,Mus musculus (Mouse),409
Csnk1d,Q3USK2,Q3USK2_MOUSE,unreviewed,Casein kinase I isoform delta,Csnk1d,Mus musculus (Mouse),428
Csnk1d,Q9DC28,KC1D_MOUSE,reviewed,Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26),Csnk1d Hckid,Mus musculus (Mouse),415
Csnk1e,A0A2R8VHL1,A0A2R8VHL1_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),55
Csnk1e,A0A2R8VI54,A0A2R8VI54_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),112
Csnk1e,A0A2R8W6S2,A0A2R8W6S2_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),188
Csnk1e,A8Y2Z5,A8Y2Z5_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),118
Csnk1e,A8Y2Z9,A8Y2Z9_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),141
Csnk1e,A9J9D8,A9J9D8_MOUSE,unreviewed,Casein kinase I isoform epsilon (Fragment),Csnk1e,Mus musculus (Mouse),60
Csnk1e,Q3TYE1,Q3TYE1_MOUSE,unreviewed,Casein kinase I isoform epsilon,Csnk1e,Mus musculus (Mouse),368
Csnk1e,Q9JMK2,KC1E_MOUSE,reviewed,Casein kinase I isoform epsilon (CKI-epsilon) (CKIe) (EC 2.7.11.1),Csnk1e,Mus musculus (Mouse),416
Csnk1e,Q9QUI3,Q9QUI3_MOUSE,unreviewed,Casein kinase,Csnk1e,Mus musculus (Mouse),416
Csnk1g1,A0A0U1RNW0,A0A0U1RNW0_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),422
Csnk1g1,A0A0U1RNX9,A0A0U1RNX9_MOUSE,unreviewed,Casein kinase I isoform gamma-1 (Fragment),Csnk1g1,Mus musculus (Mouse),141
Csnk1g1,A0A0U1RP94,A0A0U1RP94_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),461
Csnk1g1,A0A0U1RPD7,A0A0U1RPD7_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),390
Csnk1g1,A0A0U1RPL1,A0A0U1RPL1_MOUSE,unreviewed,Casein kinase I isoform gamma-1 (Fragment),Csnk1g1,Mus musculus (Mouse),164
Csnk1g1,A0A0U1RPM8,A0A0U1RPM8_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),424
Csnk1g1,A0A0U1RQ81,A0A0U1RQ81_MOUSE,unreviewed,Casein kinase I isoform gamma-1 (Fragment),Csnk1g1,Mus musculus (Mouse),204
Csnk1g1,A0A140LHR2,A0A140LHR2_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),114
Csnk1g1,A0A140LIJ6,A0A140LIJ6_MOUSE,unreviewed,Casein kinase I isoform gamma-1,Csnk1g1,Mus musculus (Mouse),77
Csnk1g1,D3Z2A2,D3Z2A2_MOUSE,unreviewed,Casein kinase I isoform gamma-1 (Fragment),Csnk1g1,Mus musculus (Mouse),42
Csnk1g1,Q6P2B2,Q6P2B2_MOUSE,unreviewed,Casein kinase I isoform gamma-1 (Csnk1g1 protein),Csnk1g1,Mus musculus (Mouse),430
Csnk1g1,Q8BTH8,KC1G1_MOUSE,reviewed,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),Csnk1g1,Mus musculus (Mouse),459
Csnk1g2,A0A1W2P817,A0A1W2P817_MOUSE,unreviewed,Casein kinase I isoform gamma-2 (Fragment),Csnk1g2,Mus musculus (Mouse),48
Csnk1g2,Q8BVP5,KC1G2_MOUSE,reviewed,Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1),Csnk1g2 Ck1g2,Mus musculus (Mouse),415
Csnk1g2,Q99JQ5,Q99JQ5_MOUSE,unreviewed,Csnk1g2 protein,Csnk1g2,Mus musculus (Mouse),249
Csnk1g2,Q99K78,Q99K78_MOUSE,unreviewed,"Casein kinase 1, gamma 2 (Casein kinase I isoform gamma-2)",Csnk1g2,Mus musculus (Mouse),442
Csnk1g3,A0A494BAN5,A0A494BAN5_MOUSE,unreviewed,Casein kinase I isoform gamma-3 (Fragment),Csnk1g3,Mus musculus (Mouse),140
Csnk1g3,A0A494BAP2,A0A494BAP2_MOUSE,unreviewed,Casein kinase I isoform gamma-3,Csnk1g3,Mus musculus (Mouse),448
Csnk1g3,Q8C4X2,KC1G3_MOUSE,reviewed,Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1),Csnk1g3,Mus musculus (Mouse),424
Csnk2a1,A2ANR6,A2ANR6_MOUSE,unreviewed,Casein kinase II subunit alpha (Fragment),Csnk2a1,Mus musculus (Mouse),131
Csnk2a1,Q60737,CSK21_MOUSE,reviewed,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),Csnk2a1 Ckiia,Mus musculus (Mouse),391
Csnk2a1,Q6NSS6,Q6NSS6_MOUSE,unreviewed,Casein kinase II subunit alpha (Csnk2a1 protein) (Fragment),Csnk2a1,Mus musculus (Mouse),77
Csnk2a2,A0A1D5RLE4,A0A1D5RLE4_MOUSE,unreviewed,Casein kinase II subunit alpha' (Fragment),Csnk2a2,Mus musculus (Mouse),238
Csnk2a2,A0A1D5RLQ2,A0A1D5RLQ2_MOUSE,unreviewed,Casein kinase II subunit alpha' (Fragment),Csnk2a2,Mus musculus (Mouse),53
Csnk2a2,A0A1D5RM55,A0A1D5RM55_MOUSE,unreviewed,Casein kinase II subunit alpha' (Fragment),Csnk2a2,Mus musculus (Mouse),121
Csnk2a2,A0A1D5RM74,A0A1D5RM74_MOUSE,unreviewed,Casein kinase II subunit alpha' (Fragment),Csnk2a2,Mus musculus (Mouse),235
Csnk2a2,O54833,CSK22_MOUSE,reviewed,Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1),Csnk2a2,Mus musculus (Mouse),350
Csnk2a2,Q545V8,Q545V8_MOUSE,unreviewed,Protein kinase domain-containing protein,Csnk2a2,Mus musculus (Mouse),350
Csnk2a2,Q8BPF9,Q8BPF9_MOUSE,unreviewed,Protein kinase domain-containing protein,Csnk2a2,Mus musculus (Mouse),350
Csnk2a2,Q8CDH5,Q8CDH5_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Csnk2a2,Mus musculus (Mouse),154
Dapk1,A0A286YDD8,A0A286YDD8_MOUSE,unreviewed,Death-associated protein kinase 1 (Fragment),Dapk1,Mus musculus (Mouse),15
Dapk1,Q3UKP8,Q3UKP8_MOUSE,unreviewed,Uncharacterized protein,Dapk1,Mus musculus (Mouse),1430
Dapk1,Q80YE7,DAPK1_MOUSE,reviewed,Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1),Dapk1,Mus musculus (Mouse),1442
Dapk2,E9JGN0,E9JGN0_MOUSE,unreviewed,DAP-kinase-related protein 1 beta isoform (Death-associated protein kinase 2),Dapk2 DAPK2,Mus musculus (Mouse),490
Dapk2,F6YX98,F6YX98_MOUSE,unreviewed,Death-associated protein kinase 2 (Fragment),Dapk2,Mus musculus (Mouse),55
Dapk2,Q8VDF3,DAPK2_MOUSE,reviewed,Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1),Dapk2,Mus musculus (Mouse),370
Dapk3,A0A1W2P6J6,A0A1W2P6J6_MOUSE,unreviewed,Death-associated protein kinase 3 (Fragment),Dapk3,Mus musculus (Mouse),256
Dapk3,A0A1W2P6K3,A0A1W2P6K3_MOUSE,unreviewed,Death-associated protein kinase 3 (Fragment),Dapk3,Mus musculus (Mouse),205
Dapk3,A0A1W2P730,A0A1W2P730_MOUSE,unreviewed,Death-associated protein kinase 3 (Fragment),Dapk3,Mus musculus (Mouse),135
Dapk3,O54784,DAPK3_MOUSE,reviewed,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase),Dapk3 Zipk,Mus musculus (Mouse),448
Dapk3,Q05A21,Q05A21_MOUSE,unreviewed,Death-associated protein kinase 3,Dapk3,Mus musculus (Mouse),448
Dck,P43346,DCK_MOUSE,reviewed,Deoxycytidine kinase (dCK) (EC 2.7.1.74),Dck,Mus musculus (Mouse),260
Dck,Q545E8,Q545E8_MOUSE,unreviewed,dNK domain-containing protein,Dck,Mus musculus (Mouse),260
Dck,Q80US6,Q80US6_MOUSE,unreviewed,Deoxycytidine kinase,Dck,Mus musculus (Mouse),260
Dclk1,A0A0G2JE54,A0A0G2JE54_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1,Mus musculus (Mouse),432
Dclk1,A0A0G2JEN4,A0A0G2JEN4_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1,Mus musculus (Mouse),452
Dclk1,A0A0G2JGH1,A0A0G2JGH1_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1,Mus musculus (Mouse),382
Dclk1,A0A0G2JGQ6,A0A0G2JGQ6_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1,Mus musculus (Mouse),739
Dclk1,A0A0G2JGR9,A0A0G2JGR9_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1 (Fragment),Dclk1,Mus musculus (Mouse),111
Dclk1,A3KN70,A3KN70_MOUSE,unreviewed,Dclk1 protein,Dclk1,Mus musculus (Mouse),740
Dclk1,A8IP62,A8IP62_MOUSE,unreviewed,Activity and neurotransmitter-induced early gene protein 4 (Serine/threonine-protein kinase DCLK1),Dclk1 ania-4,Mus musculus (Mouse),56
Dclk1,H7BX36,H7BX36_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1,Mus musculus (Mouse),422
Dclk1,Q1EDH1,Q1EDH1_MOUSE,unreviewed,CLICK-I (Serine/threonine-protein kinase DCLK1),Dclk1 Dcamkl1,Mus musculus (Mouse),421
Dclk1,Q3UGP0,Q3UGP0_MOUSE,unreviewed,Uncharacterized protein,Dclk1 Dcamkl1,Mus musculus (Mouse),363
Dclk1,Q80VB6,Q80VB6_MOUSE,unreviewed,Dclk1 protein (Serine/threonine-protein kinase DCLK1),Dclk1 Dcamkl1,Mus musculus (Mouse),363
Dclk1,Q8BQN2,Q8BQN2_MOUSE,unreviewed,Protein kinase domain-containing protein,Dclk1 Dcamkl1,Mus musculus (Mouse),452
Dclk1,Q8BRN4,Q8BRN4_MOUSE,unreviewed,Uncharacterized protein,Dclk1,Mus musculus (Mouse),379
Dclk1,Q8CCN4,Q8CCN4_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK1,Dclk1 Dcamkl1,Mus musculus (Mouse),449
Dclk1,Q8CHG1,Q8CHG1_MOUSE,unreviewed,MKIAA0369 protein (Fragment),Dclk1 Dcamkl1 mKIAA0369,Mus musculus (Mouse),791
Dclk1,Q8VDT3,Q8VDT3_MOUSE,unreviewed,Dclk1 protein,Dclk1 Dcamkl1,Mus musculus (Mouse),363
Dclk1,Q9JLM6,Q9JLM6_MOUSE,unreviewed,CLICK-I beta (CPG16),Dclk1 Cpg16 Dcamkl1,Mus musculus (Mouse),433
Dclk1,Q9JLM7,Q9JLM7_MOUSE,unreviewed,Doublecortin-like protein,Dclk1 Dcamkl1 Dcl,Mus musculus (Mouse),527
Dclk1,Q9JLM8,DCLK1_MOUSE,reviewed,Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1),Dclk1 Dcamkl1 Dclk,Mus musculus (Mouse),756
Dclk2,A0A0A6YWI6,A0A0A6YWI6_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK2,Dclk2,Mus musculus (Mouse),641
Dclk2,A0A0A6YX33,A0A0A6YX33_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK2,Dclk2,Mus musculus (Mouse),591
Dclk2,A0A0A6YX71,A0A0A6YX71_MOUSE,unreviewed,Serine/threonine-protein kinase DCLK2,Dclk2,Mus musculus (Mouse),711
Dclk2,Q6PGN3,DCLK2_MOUSE,reviewed,Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2),Dclk2 Dcamkl2,Mus musculus (Mouse),756
Dclk3,Q8BWQ5,DCLK3_MOUSE,reviewed,Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (CLICK-I and II-related) (CLr) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3),Dclk3 Dcamkl3,Mus musculus (Mouse),790
Ddr1,B0V2H8,B0V2H8_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),264
Ddr1,B0V2H9,B0V2H9_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),231
Ddr1,B0V2I0,B0V2I0_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),221
Ddr1,D6RII6,D6RII6_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),143
Ddr1,E9PW79,E9PW79_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1,Ddr1,Mus musculus (Mouse),244
Ddr1,F7BZR8,F7BZR8_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),89
Ddr1,G3UXE5,G3UXE5_MOUSE,unreviewed,Epithelial discoidin domain-containing receptor 1 (Fragment),Ddr1,Mus musculus (Mouse),584
Ddr1,O35407,O35407_MOUSE,unreviewed,Receptor-like tyrosine kinase,Ddr1 Nep,Mus musculus (Mouse),911
Ddr1,Q03146,DDR1_MOUSE,reviewed,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),Ddr1 Cak Eddr1 Mpk6,Mus musculus (Mouse),911
Ddr1,Q05BN5,Q05BN5_MOUSE,unreviewed,Ddr1 protein (Fragment),Ddr1,Mus musculus (Mouse),891
Ddr1,Q544T2,Q544T2_MOUSE,unreviewed,Uncharacterized protein,Ddr1,Mus musculus (Mouse),874
Ddr1,Q6NZR6,Q6NZR6_MOUSE,unreviewed,Ddr1 protein,Ddr1,Mus musculus (Mouse),686
Ddr2,A0A0A6YXY2,A0A0A6YXY2_MOUSE,unreviewed,Discoidin domain-containing receptor 2 (Fragment),Ddr2,Mus musculus (Mouse),129
Ddr2,Q62371,DDR2_MOUSE,reviewed,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",Ddr2 Ntrkr3 Tkt Tyro10,Mus musculus (Mouse),854
Dmpk,D3YYG5,D3YYG5_MOUSE,unreviewed,Myotonin-protein kinase (Fragment),Dmpk,Mus musculus (Mouse),139
Dmpk,D6RI32,D6RI32_MOUSE,unreviewed,Myotonin-protein kinase,Dmpk,Mus musculus (Mouse),588
Dmpk,E9Q6J9,E9Q6J9_MOUSE,unreviewed,Myotonin-protein kinase,Dmpk,Mus musculus (Mouse),605
Dmpk,P54265,DMPK_MOUSE,reviewed,Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DMPK) (Myotonic dystrophy protein kinase) (MDPK),Dmpk Dm15 Mdpk,Mus musculus (Mouse),631
Dmpk,Q05CL1,Q05CL1_MOUSE,unreviewed,Dmpk protein,Dmpk DM,Mus musculus (Mouse),537
Dmpk,Q6DI71,Q6DI71_MOUSE,unreviewed,Dmpk protein,Dmpk,Mus musculus (Mouse),605
Dstyk,A0A087WP69,A0A087WP69_MOUSE,unreviewed,Dual serine/threonine and tyrosine protein kinase,Dstyk,Mus musculus (Mouse),882
Dstyk,A0A087WQX0,A0A087WQX0_MOUSE,unreviewed,Dual serine/threonine and tyrosine protein kinase (Fragment),Dstyk,Mus musculus (Mouse),215
Dstyk,A1L3P8,A1L3P8_MOUSE,unreviewed,Dstyk protein,Dstyk Ripk5,Mus musculus (Mouse),578
Dstyk,Q6A064,Q6A064_MOUSE,unreviewed,MKIAA0472 protein (Fragment),Dstyk mKIAA0472 Ripk5,Mus musculus (Mouse),658
Dstyk,Q6XUX1,DUSTY_MOUSE,reviewed,Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (Receptor-interacting serine/threonine-protein kinase 5),Dstyk Ripk5,Mus musculus (Mouse),927
Dyrk1a,A1L341,A1L341_MOUSE,unreviewed,Dyrk1a protein,Dyrk1a,Mus musculus (Mouse),754
Dyrk1a,A9C475,A9C475_MOUSE,unreviewed,Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,Dyrk1a,Mus musculus (Mouse),763
Dyrk1a,A9C477,A9C477_MOUSE,unreviewed,Dual-specificity tyrosine-phosphorylation-regulated kinase 1A (Fragment),Dyrk1a,Mus musculus (Mouse),110
Dyrk1a,A9C478,A9C478_MOUSE,unreviewed,Dual-specificity tyrosine-phosphorylation-regulated kinase 1A (Fragment),Dyrk1a,Mus musculus (Mouse),181
Dyrk1a,F6U6X3,F6U6X3_MOUSE,unreviewed,Dual-specificity tyrosine-phosphorylation-regulated kinase 1A,Dyrk1a,Mus musculus (Mouse),725
Dyrk1a,Q3USJ7,Q3USJ7_MOUSE,unreviewed,Uncharacterized protein (Fragment),Dyrk1a Gm10783,Mus musculus (Mouse),194
Dyrk1a,Q61158,Q61158_MOUSE,unreviewed,YRK (Fragment),Dyrk1c Dyrk1a,Mus musculus (Mouse),87
Dyrk1a,Q61214,DYR1A_MOUSE,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (MP86) (Protein kinase minibrain homolog) (MNBH),Dyrk1a Dyrk,Mus musculus (Mouse),763
Dyrk1a,Q80ZK5,Q80ZK5_MOUSE,unreviewed,Dyrk1a protein (Fragment),Dyrk1a,Mus musculus (Mouse),329
Dyrk1a,Q8C774,Q8C774_MOUSE,unreviewed,Protein kinase domain-containing protein,Dyrk1a,Mus musculus (Mouse),523
Dyrk1a,Q8K006,Q8K006_MOUSE,unreviewed,Dyrk1a protein (Fragment),Dyrk1a,Mus musculus (Mouse),593
Dyrk1b,Q9Z188,DYR1B_MOUSE,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1),Dyrk1b,Mus musculus (Mouse),629
Dyrk2,Q5U4C9,DYRK2_MOUSE,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1),Dyrk2,Mus musculus (Mouse),599
Dyrk3,A0A087WQ56,A0A087WQ56_MOUSE,unreviewed,Dual-specificity tyrosine-phosphorylation-regulated kinase 3 (Fragment),Dyrk3,Mus musculus (Mouse),151
Dyrk3,Q922Y0,DYRK3_MOUSE,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1),Dyrk3,Mus musculus (Mouse),586
Dyrk4,K3W4S9,K3W4S9_MOUSE,unreviewed,Dual-specificity tyrosine-phosphorylation-regulated kinase 4 (Fragment),Dyrk4,Mus musculus (Mouse),60
Dyrk4,Q8BI55,DYRK4_MOUSE,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1),Dyrk4,Mus musculus (Mouse),632
Eef2k,D3Z088,D3Z088_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (Fragment),Eef2k,Mus musculus (Mouse),164
Eef2k,D3Z1Y3,D3Z1Y3_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (Fragment),Eef2k,Mus musculus (Mouse),38
Eef2k,F6ZEU2,F6ZEU2_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (Fragment),Eef2k,Mus musculus (Mouse),185
Eef2k,F7A9F2,F7A9F2_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (Fragment),Eef2k,Mus musculus (Mouse),140
Eef2k,O08796,EF2K_MOUSE,reviewed,Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase),Eef2k,Mus musculus (Mouse),724
Eef2k,Q3UWZ1,Q3UWZ1_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),Eef2k,Mus musculus (Mouse),614
Eef2k,Q3V3Q0,Q3V3Q0_MOUSE,unreviewed,Uncharacterized protein,Eef2k,Mus musculus (Mouse),86
Eef2k,Q7TPC7,Q7TPC7_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),Eef2k,Mus musculus (Mouse),724
Eef2k,Q8BNP6,Q8BNP6_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),Eef2k,Mus musculus (Mouse),724
Eef2k,Q8CEC8,Q8CEC8_MOUSE,unreviewed,Eukaryotic elongation factor 2 kinase (EC 2.7.11.20),Eef2k,Mus musculus (Mouse),724
Egfr,Q01279,EGFR_MOUSE,reviewed,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210
Egfr,Q3TQS6,Q3TQS6_MOUSE,unreviewed,Uncharacterized protein (Fragment),Egfr,Mus musculus (Mouse),224
Egfr,Q5SVE7,Q5SVE7_MOUSE,unreviewed,Epidermal growth factor receptor (Fragment),Egfr,Mus musculus (Mouse),136
Egfr,Q99PK1,Q99PK1_MOUSE,unreviewed,Truncated epidermal growth factor receptor (Fragment),Egfr,Mus musculus (Mouse),136
Egfr,Q9EP98,Q9EP98_MOUSE,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210
Egfr,Q9ERV6,Q9ERV6_MOUSE,unreviewed,Epidermal growth factor receptor isoform 2,Egfr,Mus musculus (Mouse),643
Egfr,Q9WVF5,Q9WVF5_MOUSE,unreviewed,Epidermal growth factor receptor (Epidermal growth factor receptor isoform 3),Egfr,Mus musculus (Mouse),655
Eif2ak1,Q3TYQ3,Q3TYQ3_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Eif2ak1,Mus musculus (Mouse),215
Eif2ak1,Q9Z2R9,E2AK1_MOUSE,reviewed,Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (Hemin-sensitive initiation factor 2-alpha kinase),Eif2ak1 Hri,Mus musculus (Mouse),619
Eif2ak2,Q03963,E2AK2_MOUSE,reviewed,"Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Serine/threonine-protein kinase TIK) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)",Eif2ak2 Pkr Prkr Tik,Mus musculus (Mouse),515
Eif2ak2,Q78E06,Q78E06_MOUSE,unreviewed,Protein kinase (Fragment),Eif2ak2 Prkr,Mus musculus (Mouse),238
Eif2ak2,Q91YN2,Q91YN2_MOUSE,unreviewed,Eif2ak2 protein,Eif2ak2 Prkr,Mus musculus (Mouse),515
Eif2ak3,A0A0R4J1Y1,A0A0R4J1Y1_MOUSE,unreviewed,Eukaryotic translation initiation factor 2-alpha kinase 3,Eif2ak3,Mus musculus (Mouse),152
Eif2ak3,E9QQ30,E9QQ30_MOUSE,unreviewed,Eukaryotic translation initiation factor 2-alpha kinase 3,Eif2ak3,Mus musculus (Mouse),1114
Eif2ak3,Q7TQC8,Q7TQC8_MOUSE,unreviewed,Eukaryotic translation initiation factor 2 alpha kinase 3,Eif2ak3,Mus musculus (Mouse),1114
Eif2ak3,Q9Z2B5,E2AK3_MOUSE,reviewed,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase),Eif2ak3 Pek Perk,Mus musculus (Mouse),1114
Eif2ak4,A2AUL9,A2AUL9_MOUSE,unreviewed,eIF-2-alpha kinase GCN2,Eif2ak4,Mus musculus (Mouse),653
Eif2ak4,A2AUM0,A2AUM0_MOUSE,unreviewed,eIF-2-alpha kinase GCN2,Eif2ak4,Mus musculus (Mouse),1648
Eif2ak4,A2AUM1,A2AUM1_MOUSE,unreviewed,eIF-2-alpha kinase GCN2,Eif2ak4,Mus musculus (Mouse),1570
Eif2ak4,A2AUM2,A2AUM2_MOUSE,unreviewed,eIF-2-alpha kinase GCN2,Eif2ak4,Mus musculus (Mouse),1527
Eif2ak4,Q9QZ05,E2AK4_MOUSE,reviewed,eIF-2-alpha kinase GCN2 (Eukaryotic translation initiation factor 2-alpha kinase 4) (EC 2.7.11.1) (GCN2-like protein) (mGCN2),Eif2ak4 Gcn2 Kiaa1338,Mus musculus (Mouse),1648
Epha1,A0A0N4SUP4,A0A0N4SUP4_MOUSE,unreviewed,Ephrin type-A receptor 1,Epha1,Mus musculus (Mouse),945
Epha1,Q60750,EPHA1_MOUSE,reviewed,Ephrin type-A receptor 1 (mEpha1) (EC 2.7.10.1) (Embryonic stem cell kinase) (Tyrosine-protein kinase receptor ESK),Epha1 Esk,Mus musculus (Mouse),977
Epha1,Q6IR19,Q6IR19_MOUSE,unreviewed,Eph receptor A1,Epha1,Mus musculus (Mouse),977
Epha1,Q9CYI2,Q9CYI2_MOUSE,unreviewed,Eph LBD domain-containing protein,Epha1,Mus musculus (Mouse),157
Epha10,F6WVB0,F6WVB0_MOUSE,unreviewed,Ephrin type-A receptor 10 (Fragment),Epha10,Mus musculus (Mouse),862
Epha10,Q8BYG9,EPHAA_MOUSE,reviewed,Ephrin type-A receptor 10 (EC 2.7.10.1),Epha10,Mus musculus (Mouse),1007
Epha2,Q03145,EPHA2_MOUSE,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK) (Tyrosine-protein kinase receptor MPK-5) (Tyrosine-protein kinase receptor SEK-2),Epha2 Eck Myk2 Sek2,Mus musculus (Mouse),977
