Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 8uL_5hr	Razor + unique peptides 8uL_5hr	Unique peptides 8uL_5hr	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 8uL_5hr	Reporter intensity corrected 2 8uL_5hr	Reporter intensity corrected 3 8uL_5hr	Reporter intensity corrected 4 8uL_5hr	Reporter intensity corrected 5 8uL_5hr	Reporter intensity corrected 6 8uL_5hr	Reporter intensity 1 8uL_5hr	Reporter intensity 2 8uL_5hr	Reporter intensity 3 8uL_5hr	Reporter intensity 4 8uL_5hr	Reporter intensity 5 8uL_5hr	Reporter intensity 6 8uL_5hr	Reporter intensity count 1 8uL_5hr	Reporter intensity count 2 8uL_5hr	Reporter intensity count 3 8uL_5hr	Reporter intensity count 4 8uL_5hr	Reporter intensity count 5 8uL_5hr	Reporter intensity count 6 8uL_5hr	Sequence coverage 8uL_5hr [%]	Intensity	Intensity 8uL_5hr	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O54785	O54785	7	7	7	LIM domain kinase 2	Limk2	sp|O54785|LIMK2_MOUSE LIM domain kinase 2 OS=Mus musculus GN=Limk2 PE=1 SV=2	1	7	7	7	7	7	7	12.1	12.1	12.1	72.201	638	638	0	53.877	71956	80734	66400	56572	65687	19045	69380	79166	68327	58494	64794	19732	8	8	8	8	8	8	71956	80734	66400	56572	65687	19045	69380	79166	68327	58494	64794	19732	8	8	8	8	8	8	12.1	93874000	93874000	10				114	2028;2812;3673;4703;6144;6898;7663	True;True;True;True;True;True;True	2126;2941;3840;4914;6450;7227;8028	2872;4017;5287;6810;8944;10023;10024;11152	3898;5552;7321;9415;12305;12306;13777;13778;13779;15347	3898;5552;7321;9415;12306;13777;15347		
O54804	O54804	8	8	8	Choline kinase alpha	Chka	sp|O54804|CHKA_MOUSE Choline kinase alpha OS=Mus musculus GN=Chka PE=1 SV=3	1	8	8	8	8	8	8	16.8	16.8	16.8	51.984	453	453	0	57.094	102990	105950	78565	66100	142210	45917	99119	104290	81516	70230	138230	47131	12	12	12	12	12	12	102990	105950	78565	66100	142210	45917	99119	104290	81516	70230	138230	47131	12	12	12	12	12	12	16.8	123820000	123820000	15				115	863;1586;2383;3840;4351;4725;5082;8251	True;True;True;True;True;True;True;True	909;1668;2496;4017;4548;4938;5307;8636	1210;2267;2268;3386;5532;6250;6251;6844;6845;7350;12046	1649;1650;3056;3057;3058;4633;7668;8634;8635;9461;9462;9463;9464;10153;16620	1650;3056;4633;7668;8635;9462;10153;16620		
O54833	O54833	20	20	20	Casein kinase II subunit alpha	Csnk2a2	sp|O54833|CSK22_MOUSE Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a2 PE=1 SV=1	1	20	20	20	20	20	20	71.4	71.4	71.4	41.215	350	350	0	323.31	463980	487470	450370	452280	398780	75053	446730	480210	460900	460180	396350	81514	71	71	71	71	71	66	463980	487470	450370	452280	398780	75053	446730	480210	460900	460180	396350	81514	71	71	71	71	71	66	71.4	5013700000	5013700000	74				116	388;1382;1515;2049;2108;2336;2632;2897;3367;4503;4504;5651;6008;6259;7327;7865;8190;8231;8408;8519	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	410;1454;1455;1593;1594;2147;2207;2445;2754;3027;3517;4708;4709;5941;6308;6571;7675;8238;8573;8616;8802;8921	548;1958;1959;1960;2167;2168;2169;2170;2896;2897;2969;2970;3289;3774;3775;3776;3777;4159;4160;4811;4812;6520;6521;8271;8743;8744;8745;9115;10634;10635;11469;11470;11943;12015;12016;12266;12423;12424	771;2641;2642;2643;2644;2645;2917;2918;2919;2920;2921;2922;3926;3927;3928;4017;4018;4019;4020;4021;4462;4463;4464;5205;5206;5207;5208;5209;5210;5211;5212;5778;5779;5780;6657;6658;6659;6660;6661;6662;9006;9007;11405;12029;12030;12031;12564;14597;14598;14599;14600;14601;15796;15797;15798;15799;16456;16457;16458;16567;16568;16569;16955;16956;17177;17178;17179;17180;17181;17182;17183;17184;17185;17186	771;2643;2921;3927;4018;4464;5210;5779;6659;9006;9007;11405;12031;12564;14598;15796;16457;16568;16955;17184	78;79	164;320
O54916	O54916	1	1	1	RalBP1-associated Eps domain-containing protein 1	Reps1	sp|O54916|REPS1_MOUSE RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=2	1	1	1	1	1	1	1	2	2	2	86.518	795	795	0.0081367	6.1127	2190.4	1278.2	2451.6	2391.7	2632.9	950.25	2089.2	1328.3	2425.9	2452.2	2607.6	966.88	1	1	1	1	1	1	2190.4	1278.2	2451.6	2391.7	2632.9	950.25	2089.2	1328.3	2425.9	2452.2	2607.6	966.88	1	1	1	1	1	1	2	2304100	2304100	1				117	7165	True	7502	10384	14247	14247		
O54931	O54931	1	1	1	A-kinase anchor protein 2	Akap2	sp|O54931|AKAP2_MOUSE A-kinase anchor protein 2 OS=Mus musculus GN=Akap2 PE=1 SV=3	1	1	1	1	1	1	1	1.3	1.3	1.3	98.577	893	893	0	7.1067	2600.2	2808.7	3453.1	3803.7	4202.9	1164	2505.1	2771.5	3484.7	3878.3	4151.2	1211.2	1	1	1	1	1	1	2600.2	2808.7	3453.1	3803.7	4202.9	1164	2505.1	2771.5	3484.7	3878.3	4151.2	1211.2	1	1	1	1	1	1	1.3	3186500	3186500	1				118	5070	True	5295	7335	10137	10137		
O54950;Q8BGM7	O54950	13;1	13;1	11;1	5-AMP-activated protein kinase subunit gamma-1	Prkag1	sp|O54950|AAKG1_MOUSE 5-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus GN=Prkag1 PE=1 SV=2	2	13	13	11	13	13	11	41.5	41.5	36.4	37.52	330	330;489	0	97.317	203950	202140	210180	216090	171040	40341	196130	200040	213640	219100	171100	42670	30	30	30	30	30	30	203950	202140	210180	216090	171040	40341	196130	200040	213640	219100	171100	42670	30	30	30	30	30	30	41.5	711550000	711550000	31				119	69;217;2296;2380;4360;5015;5063;6287;6508;7462;7526;8049;8149	True;True;True;True;True;True;True;True;True;True;True;True;True	72;229;2403;2493;4557;5239;5287;6600;6829;7817;7887;8428;8531	91;92;307;308;3230;3231;3381;3382;6265;6266;7263;7323;7324;9152;9449;10836;10949;11731;11889;11890	130;131;132;441;442;4371;4372;4373;4622;4623;4624;4625;4626;4627;4628;8654;8655;10040;10041;10120;10121;12608;12609;12610;13001;14892;15044;16142;16143;16377;16378	130;442;4373;4626;8655;10041;10121;12609;13001;14892;15044;16143;16378		
O54967	O54967	11	11	11	Activated CDC42 kinase 1	Tnk2	sp|O54967|ACK1_MOUSE Activated CDC42 kinase 1 OS=Mus musculus GN=Tnk2 PE=1 SV=2	1	11	11	11	11	11	11	14.6	14.6	14.6	116.97	1055	1055	0	95.52	54947	58958	76465	70357	52677	15460	52928	58240	76710	71644	52935	16000	11	11	11	11	11	11	54947	58958	76465	70357	52677	15460	52928	58240	76710	71644	52935	16000	11	11	11	11	11	11	14.6	111730000	111730000	12				120	449;499;975;2703;4259;4406;5288;6792;7681;8322;8324	True;True;True;True;True;True;True;True;True;True;True	471;526;1027;2829;4454;4603;5556;7118;8046;8715;8717	632;705;1365;3878;6128;6334;7696;7697;9870;11174;12152;12154	884;975;1861;5363;8459;8748;10620;10621;13563;15375;16775;16777	884;975;1861;5363;8459;8748;10621;13563;15375;16775;16777		
O54988	O54988	40	40	39	STE20-like serine/threonine-protein kinase	Slk	sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus GN=Slk PE=1 SV=2	1	40	40	39	40	40	39	46.4	46.4	45.7	141.46	1233	1233	0	323.31	541980	557770	531300	427200	840170	266350	521610	550260	541330	452800	817940	273790	80	80	80	80	80	79	541980	557770	531300	427200	840170	266350	521610	550260	541330	452800	817940	273790	80	80	80	80	80	79	46.4	2181800000	2181800000	85				121	76;203;211;272;417;607;674;728;763;1175;1277;1296;1471;1660;1880;1913;2032;2216;2449;3028;3694;3743;3917;4021;4107;4308;4537;4555;4790;5276;5405;5848;6044;6075;6076;6130;6194;6219;6786;7097	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	79;214;222;286;439;642;710;765;802;1235;1344;1363;1549;1744;1969;2004;2130;2316;2565;3167;3863;3916;4098;4206;4296;4504;4744;4764;5007;5540;5679;6144;6346;6377;6378;6435;6502;6527;6528;7112;7432	100;101;284;294;380;381;592;593;879;967;968;1041;1088;1647;1648;1795;1815;2114;2115;2363;2656;2706;2876;2877;3110;3111;3486;4342;5319;5383;5384;5652;5782;5908;5909;6191;6192;6570;6571;6602;6941;7678;7857;8530;8787;8825;8826;8827;8913;9020;9021;9050;9051;9862;9863;10295;10296	144;145;146;147;407;421;422;423;542;543;832;833;834;1218;1219;1336;1337;1434;1435;1498;2217;2218;2416;2438;2439;2855;2856;2857;2858;3180;3577;3578;3654;3655;3902;3903;3904;4209;4210;4775;6021;7361;7362;7448;7449;7450;7829;7983;7984;8147;8148;8149;8549;8550;8551;8552;9075;9076;9077;9123;9592;9593;10596;10823;11744;11745;12092;12093;12138;12139;12140;12141;12255;12256;12436;12437;12438;12439;12478;12479;13553;13554;13555;14135;14136	145;407;422;542;833;1219;1337;1435;1498;2217;2416;2438;2856;3180;3578;3655;3903;4209;4775;6021;7362;7449;7829;7983;8147;8550;9076;9123;9593;10596;10823;11745;12093;12139;12141;12256;12439;12479;13554;14136	80;81	724;865
O54992	O54992	1	1	1	MAP kinase-activated protein kinase 5	Mapkapk5	sp|O54992|MAPK5_MOUSE MAP kinase-activated protein kinase 5 OS=Mus musculus GN=Mapkapk5 PE=1 SV=1	1	1	1	1	1	1	1	1.7	1.7	1.7	54.152	473	473	0.0034043	6.4274	45213	37149	32631	34046	40566	16583	43332	37144	33535	34889	40125	16726	4	4	4	4	4	4	45213	37149	32631	34046	40566	16583	43332	37144	33535	34889	40125	16726	4	4	4	4	4	4	1.7	58239000	58239000	4				122	4181	True	4375	6023;6024	8309;8310;8311;8312	8310		
O55028	O55028	6	6	6	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	Bckdk	sp|O55028|BCKD_MOUSE [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus GN=Bckdk PE=1 SV=1	1	6	6	6	6	6	6	17.2	17.2	17.2	46.587	412	412	0	60.784	71540	79251	82147	73432	64893	18133	68959	77939	83336	75162	64669	18852	13	13	13	13	13	13	71540	79251	82147	73432	64893	18133	68959	77939	83336	75162	64669	18852	13	13	13	13	13	13	17.2	225680000	225680000	14				123	1247;1406;4944;6723;7509;8456	True;True;True;True;True;True	1313;1480;5164;7048;7869;8852	1755;1992;1993;7146;7147;7148;9775;10922;10923;12334	2364;2686;2687;9871;9872;9873;9874;13437;15009;15010;15011;15012;17045;17046	2364;2687;9874;13437;15011;17045		
O55047	O55047	7	7	5	Serine/threonine-protein kinase tousled-like 2	Tlk2	sp|O55047|TLK2_MOUSE Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus GN=Tlk2 PE=1 SV=2	1	7	7	5	7	7	5	12.8	12.8	10	82.26	718	718	0	45.363	19393	23526	19746	13952	22685	6915.6	18733	22983	20247	14769	22170	7133.1	4	4	4	4	4	4	19393	23526	19746	13952	22685	6915.6	18733	22983	20247	14769	22170	7133.1	4	4	4	4	4	4	12.8	20337000	20337000	7				124	1530;2856;3942;3960;5899;6140;6947	True;True;True;True;True;True;True	1611;2985;4124;4144;6199;6446;7278	2193;4070;5684;5709;8596;8940;10091	2951;5621;7866;7899;11827;12297;13870	2951;5621;7866;7899;11827;12297;13870		
O55098	O55098	19	18	18	Serine/threonine-protein kinase 10	Stk10	sp|O55098|STK10_MOUSE Serine/threonine-protein kinase 10 OS=Mus musculus GN=Stk10 PE=1 SV=2	1	19	18	18	19	18	18	18	17.1	17.1	111.9	966	966	0	117.18	196700	223330	201730	162050	226650	81497	189710	219040	206130	169220	222760	82946	21	21	21	21	21	21	196700	223330	201730	162050	226650	81497	189710	219040	206130	169220	222760	82946	21	21	21	21	21	21	18	311210000	311210000	23				125	396;903;1276;1465;1968;2076;2199;2201;2399;2621;2624;3784;4107;4612;4865;5145;5857;6013;6344	True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True	418;952;1343;1543;2059;2175;2299;2301;2514;2743;2746;3958;4296;4822;5085;5381;6153;6313;6661	561;562;1272;1794;2107;2780;2930;3084;3087;3419;3758;3761;5446;5908;5909;6668;7039;7441;8540;8751;8752;9237	790;791;1737;2415;2845;3764;3969;4171;4172;4176;4683;5174;5177;5178;7541;8147;8148;8149;9206;9720;10280;11756;11757;12044;12045;12710	791;1737;2415;2845;3764;3969;4172;4176;4683;5174;5177;7541;8147;9206;9720;10280;11757;12045;12710		
O55103	O55103	1	1	1	Periaxin	Prx	sp|O55103|PRAX_MOUSE Periaxin OS=Mus musculus GN=Prx PE=1 SV=1	1	1	1	1	1	1	1	0.6	0.6	0.6	147.69	1391	1391	1	-2	5233.6	4624	5031.2	5596	11233	3141	5022.1	4610.8	5114.7	5844.4	10919	3265.3	1	1	1	1	1	1	5233.6	4624	5031.2	5596	11233	3141	5022.1	4610.8	5114.7	5844.4	10919	3265.3	1	1	1	1	1	1	0.6	4859200	4859200	1	+			126	5259	True	5516	7642	10549	10549	82;83	474;477
O55128	O55128	3	3	3	Histone deacetylase complex subunit SAP18	Sap18	sp|O55128|SAP18_MOUSE Histone deacetylase complex subunit SAP18 OS=Mus musculus GN=Sap18 PE=1 SV=1	1	3	3	3	3	3	3	15	15	15	17.595	153	153	0	17.424	24774	29546	22141	22455	29418	7486.7	23921	28860	23006	23107	28874	7855.2	2	2	2	2	2	2	24774	29546	22141	22455	29418	7486.7	23921	28860	23006	23107	28874	7855.2	2	2	2	2	2	2	15	18012000	18012000	3				127	1802;1966;2298	True;True;True	1890;2057;2405	2559;2771;3234	3446;3744;4378	3446;3744;4378		
O55131	O55131	2	2	2	Septin-7	Sept7	sp|O55131|SEPT7_MOUSE Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1	1	2	2	2	2	2	2	4.4	4.4	4.4	50.549	436	436	0	11.196	13569	15403	12329	11824	14439	4220.6	13086	15091	12735	12171	14220	4369.6	2	2	2	2	2	2	13569	15403	12329	11824	14439	4220.6	13086	15091	12735	12171	14220	4369.6	2	2	2	2	2	2	4.4	8812300	8812300	2				128	2386;3675	True;True	2499;3842	3390;5289	4639;7323	4639;7323		
O55142	O55142	4	4	4	60S ribosomal protein L35a	Rpl35a	sp|O55142|RL35A_MOUSE 60S ribosomal protein L35a OS=Mus musculus GN=Rpl35a PE=1 SV=2	1	4	4	4	4	4	4	29.1	29.1	29.1	12.554	110	110	0	30.51	72884	75643	57397	64835	81106	32340	70157	74438	59692	66319	80075	32673	8	8	8	8	8	8	72884	75643	57397	64835	81106	32340	70157	74438	59692	66319	80075	32673	8	8	8	8	8	8	29.1	200060000	200060000	8				129	323;958;3516;5495	True;True;True;True	340;1010;3675;5779	443;444;1342;1343;5017;8035	620;621;622;1824;1825;1826;6941;11086	622;1825;6941;11086		
O55143;Q8R429;Q64518	O55143	20;8;1	20;8;1	20;8;1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Atp2a2	sp|O55143|AT2A2_MOUSE Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2	3	20	20	20	20	20	20	21.6	21.6	21.6	114.86	1044	1044;994;1038	0	164.7	238860	207990	244880	216660	282060	94198	229150	207790	246780	224440	277580	96410	38	38	38	38	38	37	238860	207990	244880	216660	282060	94198	229150	207790	246780	224440	277580	96410	38	38	38	38	38	37	21.6	339830000	339830000	39				130	491;1081;1556;1690;2303;2314;2672;3411;3575;3830;5154;5233;5303;5476;5615;6382;7011;7636;7800;8242	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	518;1137;1637;1776;2410;2421;2797;3565;3736;4006;4007;5388;5389;5489;5573;5754;5904;6699;6700;7344;8001;8171;8627	696;1504;1505;2226;2405;3241;3253;3842;4869;5103;5104;5520;5521;7448;7449;7605;7716;7717;7985;8210;8211;9288;9289;10183;11116;11117;11118;11348;12034	963;964;2034;2035;2999;3240;3241;4385;4386;4402;5314;6741;7068;7069;7070;7071;7652;7653;10289;10290;10503;10504;10645;10646;10647;11005;11006;11315;11316;11317;12775;12776;13996;15293;15294;15295;15296;15622;16605	964;2034;2999;3241;4385;4402;5314;6741;7069;7653;10290;10504;10647;11005;11315;12776;13996;15296;15622;16605	84;85;86	1;719;979
O55222	O55222	17	17	17	Integrin-linked protein kinase	Ilk	sp|O55222|ILK_MOUSE Integrin-linked protein kinase OS=Mus musculus GN=Ilk PE=1 SV=2	1	17	17	17	17	17	17	35.8	35.8	35.8	51.373	452	452	0	130.15	281950	323510	314970	329100	271290	84846	271990	317370	321490	333770	271480	87322	36	36	36	36	36	36	281950	323510	314970	329100	271290	84846	271990	317370	321490	333770	271480	87322	36	36	36	36	36	36	35.8	742300000	742300000	39				131	1753;2280;2347;2375;2561;3015;3400;3476;3832;4691;5180;5291;5986;6311;6924;8273;8385	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1840;2384;2385;2456;2487;2488;2682;3148;3149;3554;3633;4009;4902;5419;5420;5559;5560;6286;6624;7253;7254;8664;8779	2492;3201;3202;3203;3204;3304;3370;3371;3372;3373;3374;3652;4318;4319;4858;4958;5523;6794;7489;7490;7700;7701;8720;9179;9180;10057;10058;12083;12084;12238	3361;4332;4333;4334;4335;4487;4488;4608;4609;4610;4611;4612;5025;5987;5988;6725;6726;6848;7655;9394;9395;10333;10334;10624;10625;10626;10627;10628;12003;12004;12640;12641;13825;13826;13827;16679;16680;16681;16924	3361;4334;4488;4611;5025;5988;6726;6848;7655;9394;10334;10627;12003;12641;13826;16680;16924	87;88;89;90;91;92;93	155;305;326;350;398;402;441
O55229	O55229	14	14	14	Choline/ethanolamine kinase	Chkb	sp|O55229|CHKB_MOUSE Choline/ethanolamine kinase OS=Mus musculus GN=Chkb PE=1 SV=3	1	14	14	14	14	14	14	39.3	39.3	39.3	45.126	394	394	0	136.06	155290	154490	181390	150680	152580	52834	149350	153070	182610	155410	151510	53928	17	17	17	17	17	17	155290	154490	181390	150680	152580	52834	149350	153070	182610	155410	151510	53928	17	17	17	17	17	17	39.3	425980000	425980000	20				132	16;624;625;952;1002;1244;2103;2438;2780;3430;4053;4324;6578;8252	True;True;True;True;True;True;True;True;True;True;True;True;True;True	17;659;660;1003;1056;1310;2202;2554;2909;3584;4240;4521;6900;8637	19;906;907;1334;1396;1751;2964;3474;3980;3981;4893;5828;6216;9561;9562;9563;12047	29;30;1259;1260;1816;1895;2355;2356;4012;4759;4760;5507;5508;6770;8036;8580;13148;13149;13150;16621	30;1259;1260;1816;1895;2356;4012;4759;5508;6770;8036;8580;13149;16621		
O70126	O70126	4	4	4	Aurora kinase B	Aurkb	sp|O70126|AURKB_MOUSE Aurora kinase B OS=Mus musculus GN=Aurkb PE=1 SV=2	1	4	4	4	4	4	4	15.1	15.1	15.1	39.384	345	345	0	28.63	38062	42877	20689	23130	33075	9192.8	36703	41885	22451	23779	32406	9561.8	8	8	8	8	8	8	38062	42877	20689	23130	33075	9192.8	36703	41885	22451	23779	32406	9561.8	8	8	8	8	8	8	15.1	58790000	58790000	8				133	2004;2533;4737;6736	True;True;True;True	2102;2653;4950;7062	2845;2846;3611;3612;6858;9796;9797	3863;3864;4973;4974;4975;9478;13465;13466	3863;4974;9478;13466		
O70133	O70133	19	19	19	ATP-dependent RNA helicase A	Dhx9	sp|O70133|DHX9_MOUSE ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=2	1	19	19	19	19	19	19	15.7	15.7	15.7	149.47	1380	1380	0	234.67	170540	188540	157890	186160	177080	55106	164380	185050	163110	188490	176090	56738	35	35	35	35	35	35	170540	188540	157890	186160	177080	55106	164380	185050	163110	188490	176090	56738	35	35	35	35	35	35	15.7	335810000	335810000	38				134	23;61;1067;1405;1877;2401;3717;4429;4712;4894;5263;5351;6838;7343;7454;7710;8036;8336;8541	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	24;63;1123;1479;1966;2516;3887;4628;4923;5114;5522;5621;7164;7691;7807;8075;8415;8729;8944	27;79;80;1487;1990;1991;2652;2653;3422;5350;6408;6409;6822;6823;7073;7655;7779;7780;9935;10656;10657;10822;11208;11209;11715;11716;12170;12460	41;116;117;118;119;2012;2684;2685;3569;3570;3571;3572;3573;4686;7409;8865;8866;8867;8868;9429;9430;9431;9763;10568;10726;10727;13663;14628;14629;14630;14877;15416;15417;15418;16124;16125;16799;17239	41;118;2012;2685;3570;4686;7409;8868;9431;9763;10568;10727;13663;14630;14877;15417;16125;16799;17239		
O70152	O70152	2	2	2	Dolichol-phosphate mannosyltransferase subunit 1	Dpm1	sp|O70152|DPM1_MOUSE Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus GN=Dpm1 PE=1 SV=1	1	2	2	2	2	2	2	9.6	9.6	9.6	29.174	260	260	0	15.869	16177	16509	15288	15057	13669	5060.2	15566	16290	15638	15349	13643	5139.1	2	2	2	2	2	2	16177	16509	15288	15057	13669	5060.2	15566	16290	15638	15349	13643	5139.1	2	2	2	2	2	2	9.6	16646000	16646000	2				135	1755;2232	True;True	1842;2332	2494;3131	3363;4236	3363;4236		
O70172	O70172	4	2	2	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	Pip4k2a	sp|O70172|PI42A_MOUSE Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus GN=Pip4k2a PE=1 SV=1	1	4	2	2	4	2	2	10.6	6.4	6.4	46.151	405	405	0	20.569	13479	13519	13575	14316	12078	4167.5	12966	13364	13833	14522	12085	4255	2	2	2	2	2	2	13479	13519	13575	14316	12078	4167.5	12966	13364	13833	14522	12085	4255	2	2	2	2	2	2	10.6	28522000	28522000	2				136	1368;6298;7215;7630	False;True;True;False	1438;6611;7553;7995	1937;1938;9165;10460;11109	2613;2614;2615;12626;14348;15283	2615;12626;14348;15283		
O70194	O70194	6	6	6	Eukaryotic translation initiation factor 3 subunit D	Eif3d	sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus GN=Eif3d PE=1 SV=2	1	6	6	6	6	6	6	14.8	14.8	14.8	63.988	548	548	0	44.636	56959	58648	46284	42440	64571	22705	54828	57748	47835	44147	63302	23147	8	7	7	7	7	7	56959	58648	46284	42440	64571	22705	54828	57748	47835	44147	63302	23147	8	7	7	7	7	7	14.8	86642000	86642000	9				137	1218;1319;1659;2688;3543;7549	True;True;True;True;True;True	1284;1386;1743;2814;3704;7910	1718;1842;2362;3862;5058;10982;10983	2314;2315;2471;3179;5339;5340;7004;15090;15091	2315;2471;3179;5339;7004;15091		
O70251	O70251	3	3	3	Elongation factor 1-beta	Eef1b	sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus GN=Eef1b PE=1 SV=5	1	3	3	3	3	3	3	17.8	17.8	17.8	24.693	225	225	0	27.434	12317	13063	9921.6	10061	11935	3370.7	11862	12840	10297	10319	11762	3500.7	2	2	2	2	2	2	12317	13063	9921.6	10061	11935	3370.7	11862	12840	10297	10319	11762	3500.7	2	2	2	2	2	2	17.8	22161000	22161000	3				138	4159;7324;8398	True;True;True	4351;7672;8792	5984;10629;12254	8250;14587;16942	8250;14587;16942		
O70305	O70305	2	1	1	Ataxin-2	Atxn2	sp|O70305|ATX2_MOUSE Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1	1	2	1	1	2	1	1	1.8	1.2	1.2	136.48	1285	1285	0.0025707	6.4912	3184.3	2935.2	2580.7	2674	3745.8	1152.1	3058	2912.6	2652.2	2756.1	3675.4	1187.4	1	1	1	1	1	1	3184.3	2935.2	2580.7	2674	3745.8	1152.1	3058	2912.6	2652.2	2756.1	3675.4	1187.4	1	1	1	1	1	1	1.8	3585300	3585300	1				139	513;6867	True;False	540;7193	723;9973	996;13708	996;13708		
O70318	O70318	5	5	5	Band 4.1-like protein 2	Epb41l2	sp|O70318|E41L2_MOUSE Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2	1	5	5	5	5	5	5	6.2	6.2	6.2	109.94	988	988	0	45.096	15487	16652	14835	18662	14373	4765	14918	16377	15279	18754	14439	4880.4	4	4	4	4	4	4	15487	16652	14835	18662	14373	4765	14918	16377	15279	18754	14439	4880.4	4	4	4	4	4	4	6.2	16912000	16912000	6				140	735;1290;3132;5748;6835	True;True;True;True;True	773;1357;3277;6039;7161	1051;1809;4493;8398;8399;9931	1447;2432;6235;11581;11582;13659	1447;2432;6235;11582;13659		
O70456;P68510	O70456;P68510	4;3	1;0	1;0	14-3-3 protein sigma;14-3-3 protein eta	Sfn;Ywhah	sp|O70456|1433S_MOUSE 14-3-3 protein sigma OS=Mus musculus GN=Sfn PE=1 SV=2;sp|P68510|1433F_MOUSE 14-3-3 protein eta OS=Mus musculus GN=Ywhah PE=1 SV=2	2	4	1	1	4	1	1	13.3	3.2	3.2	27.706	248	248;246	0	7.2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3	0	0	1				141	1322;4123;5444;7907	False;False;False;True	1389;4312;5719;8280	1846;1847;5933;7935;11529	2475;2476;2477;8176;10928;15884	2476;8176;10928;15884		
O70503	O70503	3	3	3	Very-long-chain 3-oxoacyl-CoA reductase	Hsd17b12	sp|O70503|DHB12_MOUSE Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus GN=Hsd17b12 PE=1 SV=1	1	3	3	3	3	3	3	12.5	12.5	12.5	34.741	312	312	0	25.49	21428	20863	23349	22846	21885	9202.3	20599	20685	23623	23331	21829	9264.4	4	4	4	4	4	4	21428	20863	23349	22846	21885	9202.3	20599	20685	23623	23331	21829	9264.4	4	4	4	4	4	4	12.5	33047000	33047000	4				142	4421;4711;7186	True;True;True	4620;4922;7523	6396;6397;6821;10417	8850;8851;9428;14287	8851;9428;14287		
